product_id,product_name,product_type,unit_price,order_detail_id,order_id,quantity,customer_id,order_date,customer_name,email,phone,total_sales
6,Aluminum Coupling,Coupling,100,55,23,4,22,2024-01-11 16:05:59.458222,Jason Horton,Charles883@yahoo.com,6616269802,400
1,Steel Pipe,Pipe,250,60,77,9,41,2023-10-28 01:08:03.017354,Jeremy Garcia,Jennifer237@gmail.com,8053626584,2250
3,Bronze Valve,Valve,500,24,50,1,41,2023-07-03 22:05:38.946586,Jeremy Garcia,Jennifer237@gmail.com,8053626584,500
3,Bronze Valve,Valve,500,180,100,3,41,2024-03-11 02:19:34.379507,Jeremy Garcia,Jennifer237@gmail.com,8053626584,1500
4,Copper Tube,Tube,150,1,100,9,41,2024-03-11 02:19:34.379507,Jeremy Garcia,Jennifer237@gmail.com,8053626584,1350
5,Plastic Elbow,Elbow,30,17,100,2,41,2024-03-11 02:19:34.379507,Jeremy Garcia,Jennifer237@gmail.com,8053626584,60
5,Plastic Elbow,Elbow,30,148,100,10,41,2024-03-11 02:19:34.379507,Jeremy Garcia,Jennifer237@gmail.com,8053626584,300
8,Plastic sheets,Sheets,60,81,5,5,41,2024-04-30 21:53:04.821884,Jeremy Garcia,Jennifer237@gmail.com,8053626584,300
1,Steel Pipe,Pipe,250,63,32,5,10,2024-02-21 03:09:04.883347,Cheyenne Taylor,Eric118@gmail.com,8619811225,1250
2,PVC Fitting,Fitting,50,91,32,6,10,2024-02-21 03:09:04.883347,Cheyenne Taylor,Eric118@gmail.com,8619811225,300
4,Copper Tube,Tube,150,169,32,1,10,2024-02-21 03:09:04.883347,Cheyenne Taylor,Eric118@gmail.com,8619811225,150
5,Plastic Elbow,Elbow,30,147,32,1,10,2024-02-21 03:09:04.883347,Cheyenne Taylor,Eric118@gmail.com,8619811225,30
8,Plastic sheets,Sheets,60,20,32,4,10,2024-02-21 03:09:04.883347,Cheyenne Taylor,Eric118@gmail.com,8619811225,240
9,Brass Valve,Valve,600,99,32,8,10,2024-02-21 03:09:04.883347,Cheyenne Taylor,Eric118@gmail.com,8619811225,4800
2,PVC Fitting,Fitting,50,166,89,6,10,2024-02-09 02:02:23.599219,Cheyenne Taylor,Eric118@gmail.com,8619811225,300
7,Stainless Steel Pipe,Pipe,350,75,89,9,10,2024-02-09 02:02:23.599219,Cheyenne Taylor,Eric118@gmail.com,8619811225,3150
10,Galvanized Iron Tube,Tube,200,2,89,2,10,2024-02-09 02:02:23.599219,Cheyenne Taylor,Eric118@gmail.com,8619811225,400
3,Bronze Valve,Valve,500,133,17,1,10,2023-05-24 09:13:22.648053,Cheyenne Taylor,Eric118@gmail.com,8619811225,500
5,Plastic Elbow,Elbow,30,82,17,5,10,2023-05-24 09:13:22.648053,Cheyenne Taylor,Eric118@gmail.com,8619811225,150
6,Aluminum Coupling,Coupling,100,46,17,4,10,2023-05-24 09:13:22.648053,Cheyenne Taylor,Eric118@gmail.com,8619811225,400
8,Plastic sheets,Sheets,60,21,17,8,10,2023-05-24 09:13:22.648053,Cheyenne Taylor,Eric118@gmail.com,8619811225,480
4,Copper Tube,Tube,150,117,54,10,10,2023-12-04 16:13:33.733250,Cheyenne Taylor,Eric118@gmail.com,8619811225,1500
4,Copper Tube,Tube,150,158,22,3,10,2023-11-13 06:18:20.512494,Cheyenne Taylor,Eric118@gmail.com,8619811225,450
5,Plastic Elbow,Elbow,30,146,22,7,10,2023-11-13 06:18:20.512494,Cheyenne Taylor,Eric118@gmail.com,8619811225,210
10,Galvanized Iron Tube,Tube,200,178,22,1,10,2023-11-13 06:18:20.512494,Cheyenne Taylor,Eric118@gmail.com,8619811225,200
1,Steel Pipe,Pipe,250,64,39,10,46,2023-06-20 16:29:17.164098,Carl Michael,Joel551@yahoo.com,7823756587,2500
4,Copper Tube,Tube,150,51,39,10,46,2023-06-20 16:29:17.164098,Carl Michael,Joel551@yahoo.com,7823756587,1500
3,Bronze Valve,Valve,500,80,44,6,46,2024-03-24 23:07:50.634528,Carl Michael,Joel551@yahoo.com,7823756587,3000
5,Plastic Elbow,Elbow,30,175,44,6,46,2024-03-24 23:07:50.634528,Carl Michael,Joel551@yahoo.com,7823756587,180
3,Bronze Valve,Valve,500,132,75,3,46,2023-08-13 13:55:01.724526,Carl Michael,Joel551@yahoo.com,7823756587,1500
7,Stainless Steel Pipe,Pipe,350,41,75,5,46,2023-08-13 13:55:01.724526,Carl Michael,Joel551@yahoo.com,7823756587,1750
8,Plastic sheets,Sheets,60,197,75,2,46,2023-08-13 13:55:01.724526,Carl Michael,Joel551@yahoo.com,7823756587,120
4,Copper Tube,Tube,150,86,12,4,46,2023-06-19 10:37:25.811590,Carl Michael,Joel551@yahoo.com,7823756587,600
1,Steel Pipe,Pipe,250,71,9,4,50,2024-04-21 16:03:46.683726,Julie Stewart,Christopher313@yahoo.com,9792083251,1000
3,Bronze Valve,Valve,500,196,60,6,50,2024-04-19 03:42:50.354657,Julie Stewart,Christopher313@yahoo.com,9792083251,3000
8,Plastic sheets,Sheets,60,154,60,5,50,2024-04-19 03:42:50.354657,Julie Stewart,Christopher313@yahoo.com,9792083251,300
9,Brass Valve,Valve,600,72,60,6,50,2024-04-19 03:42:50.354657,Julie Stewart,Christopher313@yahoo.com,9792083251,3600
9,Brass Valve,Valve,600,163,16,2,50,2023-12-04 23:20:31.757842,Julie Stewart,Christopher313@yahoo.com,9792083251,1200
1,Steel Pipe,Pipe,250,87,11,4,49,2023-10-13 17:38:47.335730,Rebecca Evans,William379@gmail.com,9411078556,1000
3,Bronze Valve,Valve,500,186,11,1,49,2023-10-13 17:38:47.335730,Rebecca Evans,William379@gmail.com,9411078556,500
5,Plastic Elbow,Elbow,30,59,15,1,49,2023-10-31 17:07:00.669611,Rebecca Evans,William379@gmail.com,9411078556,30
5,Plastic Elbow,Elbow,30,172,15,3,49,2023-10-31 17:07:00.669611,Rebecca Evans,William379@gmail.com,9411078556,90
9,Brass Valve,Valve,600,56,15,5,49,2023-10-31 17:07:00.669611,Rebecca Evans,William379@gmail.com,9411078556,3000
1,Steel Pipe,Pipe,250,96,14,3,47,2023-10-03 10:15:46.244778,Summer Kelly,Elizabeth363@yahoo.com,7660100367,750
5,Plastic Elbow,Elbow,30,4,14,2,47,2023-10-03 10:15:46.244778,Summer Kelly,Elizabeth363@yahoo.com,7660100367,60
5,Plastic Elbow,Elbow,30,115,42,8,47,2023-12-19 04:15:18.400301,Summer Kelly,Elizabeth363@yahoo.com,7660100367,240
10,Galvanized Iron Tube,Tube,200,167,42,10,47,2023-12-19 04:15:18.400301,Summer Kelly,Elizabeth363@yahoo.com,7660100367,2000
6,Aluminum Coupling,Coupling,100,106,36,6,47,2023-10-01 18:36:19.881269,Summer Kelly,Elizabeth363@yahoo.com,7660100367,600
6,Aluminum Coupling,Coupling,100,173,36,6,47,2023-10-01 18:36:19.881269,Summer Kelly,Elizabeth363@yahoo.com,7660100367,600
10,Galvanized Iron Tube,Tube,200,182,36,5,47,2023-10-01 18:36:19.881269,Summer Kelly,Elizabeth363@yahoo.com,7660100367,1000
6,Aluminum Coupling,Coupling,100,198,34,3,47,2023-05-20 22:50:22.799953,Summer Kelly,Elizabeth363@yahoo.com,7660100367,300
7,Stainless Steel Pipe,Pipe,350,138,34,7,47,2023-05-20 22:50:22.799953,Summer Kelly,Elizabeth363@yahoo.com,7660100367,2450
9,Brass Valve,Valve,600,47,18,4,47,2023-08-07 16:18:03.952545,Summer Kelly,Elizabeth363@yahoo.com,7660100367,2400
1,Steel Pipe,Pipe,250,103,70,3,13,2023-11-20 14:44:12.257022,Susan Martinez,Cheryl697@gmail.com,6383890940,750
2,PVC Fitting,Fitting,50,135,70,4,13,2023-11-20 14:44:12.257022,Susan Martinez,Cheryl697@gmail.com,6383890940,200
3,Bronze Valve,Valve,500,134,70,10,13,2023-11-20 14:44:12.257022,Susan Martinez,Cheryl697@gmail.com,6383890940,5000
5,Plastic Elbow,Elbow,30,30,70,2,13,2023-11-20 14:44:12.257022,Susan Martinez,Cheryl697@gmail.com,6383890940,60
9,Brass Valve,Valve,600,191,70,6,13,2023-11-20 14:44:12.257022,Susan Martinez,Cheryl697@gmail.com,6383890940,3600
1,Steel Pipe,Pipe,250,107,31,8,30,2023-05-19 09:14:59.091587,Stephen Martinez,Amanda436@yahoo.com,6420931002,2000
1,Steel Pipe,Pipe,250,174,31,5,30,2023-05-19 09:14:59.091587,Stephen Martinez,Amanda436@yahoo.com,6420931002,1250
3,Bronze Valve,Valve,500,131,31,10,30,2023-05-19 09:14:59.091587,Stephen Martinez,Amanda436@yahoo.com,6420931002,5000
1,Steel Pipe,Pipe,250,109,53,7,48,2023-08-13 22:58:57.965933,Leah Gomez,Matthew668@yahoo.com,8597124750,1750
6,Aluminum Coupling,Coupling,100,195,53,8,48,2023-08-13 22:58:57.965933,Leah Gomez,Matthew668@yahoo.com,8597124750,800
6,Aluminum Coupling,Coupling,100,200,53,10,48,2023-08-13 22:58:57.965933,Leah Gomez,Matthew668@yahoo.com,8597124750,1000
5,Plastic Elbow,Elbow,30,108,58,4,48,2023-08-27 03:16:11.294850,Leah Gomez,Matthew668@yahoo.com,8597124750,120
1,Steel Pipe,Pipe,250,120,78,2,17,2024-02-17 18:59:34.667011,Calvin Edwards,Christina346@yahoo.com,9713223713,500
8,Plastic sheets,Sheets,60,153,78,8,17,2024-02-17 18:59:34.667011,Calvin Edwards,Christina346@yahoo.com,9713223713,480
3,Bronze Valve,Valve,500,42,27,6,17,2024-01-10 22:29:00.365736,Calvin Edwards,Christina346@yahoo.com,9713223713,3000
8,Plastic sheets,Sheets,60,162,27,8,17,2024-01-10 22:29:00.365736,Calvin Edwards,Christina346@yahoo.com,9713223713,480
1,Steel Pipe,Pipe,250,122,1,10,19,2023-12-04 13:15:58.718639,Kathleen Hanson,Amy557@yahoo.com,9114124317,2500
2,PVC Fitting,Fitting,50,15,1,6,19,2023-12-04 13:15:58.718639,Kathleen Hanson,Amy557@yahoo.com,9114124317,300
3,Bronze Valve,Valve,500,116,1,6,19,2023-12-04 13:15:58.718639,Kathleen Hanson,Amy557@yahoo.com,9114124317,3000
5,Plastic Elbow,Elbow,30,61,1,3,19,2023-12-04 13:15:58.718639,Kathleen Hanson,Amy557@yahoo.com,9114124317,90
7,Stainless Steel Pipe,Pipe,350,77,1,10,19,2023-12-04 13:15:58.718639,Kathleen Hanson,Amy557@yahoo.com,9114124317,3500
1,Steel Pipe,Pipe,250,140,49,7,42,2023-06-06 13:08:56.342021,Edward Clay,Jason565@yahoo.com,7201596533,1750
6,Aluminum Coupling,Coupling,100,159,49,4,42,2023-06-06 13:08:56.342021,Edward Clay,Jason565@yahoo.com,7201596533,400
9,Brass Valve,Valve,600,49,49,2,42,2023-06-06 13:08:56.342021,Edward Clay,Jason565@yahoo.com,7201596533,1200
10,Galvanized Iron Tube,Tube,200,184,49,7,42,2023-06-06 13:08:56.342021,Edward Clay,Jason565@yahoo.com,7201596533,1400
10,Galvanized Iron Tube,Tube,200,199,49,2,42,2023-06-06 13:08:56.342021,Edward Clay,Jason565@yahoo.com,7201596533,400
6,Aluminum Coupling,Coupling,100,23,65,2,42,2023-06-15 14:57:32.388351,Edward Clay,Jason565@yahoo.com,7201596533,200
1,Steel Pipe,Pipe,250,170,33,10,36,2023-08-18 18:08:49.507358,Stuart Green,Mckenzie198@gmail.com,8418381594,2500
4,Copper Tube,Tube,150,48,33,1,36,2023-08-18 18:08:49.507358,Stuart Green,Mckenzie198@gmail.com,8418381594,150
7,Stainless Steel Pipe,Pipe,350,6,33,9,36,2023-08-18 18:08:49.507358,Stuart Green,Mckenzie198@gmail.com,8418381594,3150
1,Steel Pipe,Pipe,250,192,66,9,33,2023-05-26 05:39:23.839156,Thomas Brown,Joshua690@gmail.com,9535278584,2250
2,PVC Fitting,Fitting,50,65,66,3,33,2023-05-26 05:39:23.839156,Thomas Brown,Joshua690@gmail.com,9535278584,150
3,Bronze Valve,Valve,500,67,66,4,33,2023-05-26 05:39:23.839156,Thomas Brown,Joshua690@gmail.com,9535278584,2000
6,Aluminum Coupling,Coupling,100,50,66,9,33,2023-05-26 05:39:23.839156,Thomas Brown,Joshua690@gmail.com,9535278584,900
8,Plastic sheets,Sheets,60,45,66,9,33,2023-05-26 05:39:23.839156,Thomas Brown,Joshua690@gmail.com,9535278584,540
8,Plastic sheets,Sheets,60,54,66,10,33,2023-05-26 05:39:23.839156,Thomas Brown,Joshua690@gmail.com,9535278584,600
3,Bronze Valve,Valve,500,12,6,1,33,2024-02-23 17:06:46.990761,Thomas Brown,Joshua690@gmail.com,9535278584,500
4,Copper Tube,Tube,150,66,82,1,33,2024-04-11 11:01:31.632332,Thomas Brown,Joshua690@gmail.com,9535278584,150
2,PVC Fitting,Fitting,50,8,83,1,3,2024-01-15 03:52:44.364112,Deborah Edwards,Christina119@yahoo.com,9943897640,50
2,PVC Fitting,Fitting,50,39,83,5,3,2024-01-15 03:52:44.364112,Deborah Edwards,Christina119@yahoo.com,9943897640,250
3,Bronze Valve,Valve,500,7,83,5,3,2024-01-15 03:52:44.364112,Deborah Edwards,Christina119@yahoo.com,9943897640,2500
6,Aluminum Coupling,Coupling,100,37,83,8,3,2024-01-15 03:52:44.364112,Deborah Edwards,Christina119@yahoo.com,9943897640,800
6,Aluminum Coupling,Coupling,100,181,28,9,3,2023-06-07 07:39:24.005296,Deborah Edwards,Christina119@yahoo.com,9943897640,900
8,Plastic sheets,Sheets,60,53,28,9,3,2023-06-07 07:39:24.005296,Deborah Edwards,Christina119@yahoo.com,9943897640,540
9,Brass Valve,Valve,600,194,28,4,3,2023-06-07 07:39:24.005296,Deborah Edwards,Christina119@yahoo.com,9943897640,2400
2,PVC Fitting,Fitting,50,35,84,10,12,2024-02-28 16:43:11.094633,Monica Stanton,Michelle167@gmail.com,6080989746,500
3,Bronze Valve,Valve,500,128,84,3,12,2024-02-28 16:43:11.094633,Monica Stanton,Michelle167@gmail.com,6080989746,1500
9,Brass Valve,Valve,600,144,84,1,12,2024-02-28 16:43:11.094633,Monica Stanton,Michelle167@gmail.com,6080989746,600
10,Galvanized Iron Tube,Tube,200,88,84,1,12,2024-02-28 16:43:11.094633,Monica Stanton,Michelle167@gmail.com,6080989746,200
3,Bronze Valve,Valve,500,93,24,1,12,2024-04-16 16:57:22.858036,Monica Stanton,Michelle167@gmail.com,6080989746,500
4,Copper Tube,Tube,150,73,24,7,12,2024-04-16 16:57:22.858036,Monica Stanton,Michelle167@gmail.com,6080989746,1050
6,Aluminum Coupling,Coupling,100,44,24,10,12,2024-04-16 16:57:22.858036,Monica Stanton,Michelle167@gmail.com,6080989746,1000
10,Galvanized Iron Tube,Tube,200,83,24,6,12,2024-04-16 16:57:22.858036,Monica Stanton,Michelle167@gmail.com,6080989746,1200
8,Plastic sheets,Sheets,60,155,61,1,12,2024-03-02 09:11:07.671096,Monica Stanton,Michelle167@gmail.com,6080989746,60
2,PVC Fitting,Fitting,50,118,4,5,8,2023-11-07 03:38:24.854227,Philip Taylor,Jessica648@yahoo.com,7665837953,250
6,Aluminum Coupling,Coupling,100,57,4,8,8,2023-11-07 03:38:24.854227,Philip Taylor,Jessica648@yahoo.com,7665837953,800
4,Copper Tube,Tube,150,130,62,6,8,2024-05-10 02:04:45.789952,Philip Taylor,Jessica648@yahoo.com,7665837953,900
5,Plastic Elbow,Elbow,30,79,62,1,8,2024-05-10 02:04:45.789952,Philip Taylor,Jessica648@yahoo.com,7665837953,30
9,Brass Valve,Valve,600,114,13,9,8,2023-11-20 01:27:43.604089,Philip Taylor,Jessica648@yahoo.com,7665837953,5400
2,PVC Fitting,Fitting,50,124,56,8,16,2024-05-05 06:02:26.728469,Melissa Gentry,Larry563@gmail.com,6152058790,400
7,Stainless Steel Pipe,Pipe,350,142,56,1,16,2024-05-05 06:02:26.728469,Melissa Gentry,Larry563@gmail.com,6152058790,350
9,Brass Valve,Valve,600,101,56,10,16,2024-05-05 06:02:26.728469,Melissa Gentry,Larry563@gmail.com,6152058790,6000
2,PVC Fitting,Fitting,50,152,45,2,38,2024-02-20 14:52:17.016390,Ian Moore,Madison231@gmail.com,9821771896,100
8,Plastic sheets,Sheets,60,13,45,2,38,2024-02-20 14:52:17.016390,Ian Moore,Madison231@gmail.com,9821771896,120
9,Brass Valve,Valve,600,94,45,5,38,2024-02-20 14:52:17.016390,Ian Moore,Madison231@gmail.com,9821771896,3000
9,Brass Valve,Valve,600,102,45,6,38,2024-02-20 14:52:17.016390,Ian Moore,Madison231@gmail.com,9821771896,3600
2,PVC Fitting,Fitting,50,189,73,9,38,2023-09-28 02:19:14.406276,Ian Moore,Madison231@gmail.com,9821771896,450
2,PVC Fitting,Fitting,50,193,63,2,27,2023-08-06 10:04:51.487726,Jeffrey Martin,Kristin163@gmail.com,7792328671,100
10,Galvanized Iron Tube,Tube,200,98,63,4,27,2023-08-06 10:04:51.487726,Jeffrey Martin,Kristin163@gmail.com,7792328671,800
3,Bronze Valve,Valve,500,76,95,3,27,2024-02-07 22:04:16.605461,Jeffrey Martin,Kristin163@gmail.com,7792328671,1500
6,Aluminum Coupling,Coupling,100,112,95,6,27,2024-02-07 22:04:16.605461,Jeffrey Martin,Kristin163@gmail.com,7792328671,600
8,Plastic sheets,Sheets,60,126,95,2,27,2024-02-07 22:04:16.605461,Jeffrey Martin,Kristin163@gmail.com,7792328671,120
8,Plastic sheets,Sheets,60,137,95,1,27,2024-02-07 22:04:16.605461,Jeffrey Martin,Kristin163@gmail.com,7792328671,60
3,Bronze Valve,Valve,500,149,81,4,27,2024-03-05 13:55:16.962480,Jeffrey Martin,Kristin163@gmail.com,7792328671,2000
3,Bronze Valve,Valve,500,5,67,5,14,2023-11-21 23:41:16.159752,Sandra Abbott,Amanda966@gmail.com,6117433070,2500
8,Plastic sheets,Sheets,60,100,67,8,14,2023-11-21 23:41:16.159752,Sandra Abbott,Amanda966@gmail.com,6117433070,480
4,Copper Tube,Tube,150,9,2,8,14,2024-04-22 23:38:48.341891,Sandra Abbott,Amanda966@gmail.com,6117433070,1200
3,Bronze Valve,Valve,500,22,88,5,40,2024-01-30 09:13:26.328203,Lynn Anthony,Donald101@gmail.com,9254747747,2500
9,Brass Valve,Valve,600,123,72,7,40,2023-05-31 06:30:22.901314,Lynn Anthony,Donald101@gmail.com,9254747747,4200
3,Bronze Valve,Valve,500,38,98,9,29,2023-11-03 19:19:57.461354,Lonnie Hicks,Rachel428@gmail.com,7800454217,4500
9,Brass Valve,Valve,600,183,98,9,29,2023-11-03 19:19:57.461354,Lonnie Hicks,Rachel428@gmail.com,7800454217,5400
3,Bronze Valve,Valve,500,84,97,8,29,2024-01-11 11:12:14.333850,Lonnie Hicks,Rachel428@gmail.com,7800454217,4000
4,Copper Tube,Tube,150,171,97,8,29,2024-01-11 11:12:14.333850,Lonnie Hicks,Rachel428@gmail.com,7800454217,1200
3,Bronze Valve,Valve,500,58,91,9,5,2023-06-19 04:25:07.112695,Tyler Mullen,Joseph555@gmail.com,8331874900,4500
8,Plastic sheets,Sheets,60,85,91,1,5,2023-06-19 04:25:07.112695,Tyler Mullen,Joseph555@gmail.com,8331874900,60
10,Galvanized Iron Tube,Tube,200,25,91,8,5,2023-06-19 04:25:07.112695,Tyler Mullen,Joseph555@gmail.com,8331874900,1600
9,Brass Valve,Valve,600,32,43,5,5,2023-07-31 06:32:05.040108,Tyler Mullen,Joseph555@gmail.com,8331874900,3000
3,Bronze Valve,Valve,500,78,51,2,32,2024-04-13 03:17:55.420923,Joe Estrada,Debra766@gmail.com,6776944473,1000
8,Plastic sheets,Sheets,60,168,90,10,32,2023-05-14 22:51:42.510455,Joe Estrada,Debra766@gmail.com,6776944473,600
3,Bronze Valve,Valve,500,111,26,7,7,2023-08-25 19:51:57.870750,Kenneth Taylor,Kimberly871@gmail.com,9831965925,3500
9,Brass Valve,Valve,600,190,26,2,7,2023-08-25 19:51:57.870750,Kenneth Taylor,Kimberly871@gmail.com,9831965925,1200
10,Galvanized Iron Tube,Tube,200,125,26,1,7,2023-08-25 19:51:57.870750,Kenneth Taylor,Kimberly871@gmail.com,9831965925,200
3,Bronze Valve,Valve,500,141,29,4,11,2023-11-26 20:35:26.700052,Christopher Nichols,Brittany834@gmail.com,7953212776,2000
8,Plastic sheets,Sheets,60,143,29,2,11,2023-11-26 20:35:26.700052,Christopher Nichols,Brittany834@gmail.com,7953212776,120
10,Galvanized Iron Tube,Tube,200,104,29,5,11,2023-11-26 20:35:26.700052,Christopher Nichols,Brittany834@gmail.com,7953212776,1000
5,Plastic Elbow,Elbow,30,16,99,3,11,2023-07-07 14:54:30.956919,Christopher Nichols,Brittany834@gmail.com,7953212776,90
9,Brass Valve,Valve,600,150,99,10,11,2023-07-07 14:54:30.956919,Christopher Nichols,Brittany834@gmail.com,7953212776,6000
3,Bronze Valve,Valve,500,188,59,2,43,2023-11-26 21:11:02.871805,Jeffrey Cardenas,Sarah272@yahoo.com,9947081181,1000
4,Copper Tube,Tube,150,165,59,8,43,2023-11-26 21:11:02.871805,Jeffrey Cardenas,Sarah272@yahoo.com,9947081181,1200
4,Copper Tube,Tube,150,34,52,7,43,2023-08-29 23:10:40.935852,Jeffrey Cardenas,Sarah272@yahoo.com,9947081181,1050
5,Plastic Elbow,Elbow,30,69,52,7,43,2023-08-29 23:10:40.935852,Jeffrey Cardenas,Sarah272@yahoo.com,9947081181,210
7,Stainless Steel Pipe,Pipe,350,33,21,2,43,2023-06-25 05:04:37.566654,Jeffrey Cardenas,Sarah272@yahoo.com,9947081181,700
4,Copper Tube,Tube,150,3,96,9,28,2023-07-24 04:45:31.424056,Christine Reyes,Ronald293@gmail.com,7461902654,1350
5,Plastic Elbow,Elbow,30,74,96,7,28,2023-07-24 04:45:31.424056,Christine Reyes,Ronald293@gmail.com,7461902654,210
9,Brass Valve,Valve,600,185,96,10,28,2023-07-24 04:45:31.424056,Christine Reyes,Ronald293@gmail.com,7461902654,6000
10,Galvanized Iron Tube,Tube,200,139,96,3,28,2023-07-24 04:45:31.424056,Christine Reyes,Ronald293@gmail.com,7461902654,600
7,Stainless Steel Pipe,Pipe,350,28,92,5,28,2024-01-12 20:10:12.909621,Christine Reyes,Ronald293@gmail.com,7461902654,1750
4,Copper Tube,Tube,150,90,8,6,4,2024-05-03 04:38:20.065046,Gary Smith,Elizabeth689@yahoo.com,6303101481,900
4,Copper Tube,Tube,150,127,64,7,23,2024-04-22 09:50:09.945597,Brandon Allen,Edward558@gmail.com,7456449316,1050
9,Brass Valve,Valve,600,136,40,4,23,2023-07-27 16:41:08.639868,Brandon Allen,Edward558@gmail.com,7456449316,2400
5,Plastic Elbow,Elbow,30,43,93,6,2,2023-05-23 08:53:36.218439,Edward Dodson,Amber729@yahoo.com,9139145587,180
6,Aluminum Coupling,Coupling,100,119,85,1,45,2023-10-13 07:54:44.728438,Katie Fernandez,Tiffany828@gmail.com,9741459126,100
6,Aluminum Coupling,Coupling,100,156,85,6,45,2023-10-13 07:54:44.728438,Katie Fernandez,Tiffany828@gmail.com,9741459126,600
9,Brass Valve,Valve,600,31,85,3,45,2023-10-13 07:54:44.728438,Katie Fernandez,Tiffany828@gmail.com,9741459126,1800
8,Plastic sheets,Sheets,60,97,87,8,45,2023-10-06 21:19:13.301224,Katie Fernandez,Tiffany828@gmail.com,9741459126,480
8,Plastic sheets,Sheets,60,29,38,4,35,2024-03-29 21:18:21.188687,Richard Schmitt,Bryan882@yahoo.com,6186398368,240
10,Galvanized Iron Tube,Tube,200,161,38,3,35,2024-03-29 21:18:21.188687,Richard Schmitt,Bryan882@yahoo.com,6186398368,600
8,Plastic sheets,Sheets,60,92,35,7,34,2023-07-03 22:12:06.544122,Joshua Miranda,Lawrence984@yahoo.com,6961511655,420
8,Plastic sheets,Sheets,60,164,47,6,18,2023-08-17 11:09:21.122538,Anna Hall,Gail486@yahoo.com,7580022218,360
10,Galvanized Iron Tube,Tube,200,187,47,5,18,2023-08-17 11:09:21.122538,Anna Hall,Gail486@yahoo.com,7580022218,1000
